Phrase,Intent
"I will depart Phoenix, AZ. I want to leave this sunday.",INFORM
Is it a refundable ticket?,REQUEST
What airport does the flight take off from?,REQUEST
That sounds perfect. Search flights please.,SELECT
That sounds perfect. Search flights please.,INFORM
5th of March. I need economy tickets.,INFORM
"Perfect, get me a ticket.",SELECT
"Perfect, get me a ticket.",INFORM
That's the ticket for me. When does my return flight arrive?,AFFIRM
That's the ticket for me. When does my return flight arrive?,REQUEST
"Perfect, you're the best.",THANK_YOU
"Perfect, you're the best.",GOODBYE
Can you list one way flights for 1?,INFORM
"Departure is Atlanta, GA and I leavve 7th of March.",INFORM
"Desitination is Portland, OR.",INFORM
What is departure airport and when is arrival?,REQUEST
That is good how about round trip?,SELECT
That is good how about round trip?,INFORM
Arrival back on the 10th.,INFORM
Is is refundable and when does it arrive?,REQUEST
"That sounds good for a short trip, I want it.",SELECT
"That sounds good for a short trip, I want it.",INFORM
"That is good, when does departure fight arrive?",AFFIRM
"That is good, when does departure fight arrive?",REQUEST
What is the arrival aiport?,REQUEST
Can you search one-way flight for me?,INFORM
I am planning to leave from Phoenix to SFO on 11th of March,INFORM
This is perfect for me,SELECT
Can you look in for round top flights for me?,INFORM
I need to go back on 13th of march,INFORM
Yes i want you to book the ticket,AFFIRM
This is perfect,AFFIRM
Thank you for the help,THANK_YOU
"No, thanking you very much",NEGATE
"No, thanking you very much",THANK_YOU
I am departing on the 11th of this month.,INFORM
"I will depart from Mexico City, and will go to Seattle.",INFORM
"What airport does the flight leave from, and can I get my money back for the ticket?",REQUEST
Do you have other flight alternatives?,REQUEST_ALTS
Do you have other flight alternatives? I prefer to travel in Economy.,REQUEST_ALTS
Do you have other flight alternatives? I prefer to travel in Economy.,INFORM
That flight is perfect for me. Could you look up round trip flights for me? There's one person in my cohort.,SELECT
That flight is perfect for me. Could you look up round trip flights for me? There's one person in my cohort.,INFORM
I'd like to return on the 13th of this month.,INFORM
What airport will the flight leave from?,REQUEST
That flight is perfect for me.,SELECT
"Yeah, I'd like to reserve the ticket.",AFFIRM
That is perfect for me. What time does my return flight come? Can I get my money back for the ticket?,AFFIRM
That is perfect for me. What time does my return flight come? Can I get my money back for the ticket?,REQUEST
Nah; thank you for your assistance.,NEGATE
Nah; thank you for your assistance.,THANK_YOU
Can you find me one-way flights?,INFORM
I am leaving from Los Angeles on the 11th.,INFORM
I am travelling to Portland,INFORM
Which airport does the flight depart from ?,REQUEST
Which airport does the flight arrive?,REQUEST
Good. Can you search round trip flights with refundable tickets? My plans might change.,SELECT
Good. Can you search round trip flights with refundable tickets? My plans might change.,INFORM
I want to be back on the 13th.,INFORM
Which airport does the flight arrive? Which airport does the flight depart from?,REQUEST
Sound Good. Can you help me to buy tickets for 2 people?,SELECT
Sound Good. Can you help me to buy tickets for 2 people?,INFORM
Yes that works form me,AFFIRM
Thanks for the help. That's all i need,THANK_YOU
Thanks for the help. That's all i need,GOODBYE
Get me a one way flight stat.,INFORM
March 8th is my go date.,INFORM
Leaving Portland and going to the wonderful Ciudad de Mexico.,INFORM
What other option is there for me?,REQUEST_ALTS
What other choice will I have? there are four of us.,REQUEST_ALTS
What other choice will I have? there are four of us.,INFORM
Where does that fly from?,REQUEST
Can I get my money back if I change my mind?,REQUEST
I'll risk it. Get me those tickets.,SELECT
No dice. You must now search round trip tickets. I like travelling economy more than any other possible choice.,NEGATE
No dice. You must now search round trip tickets. I like travelling economy more than any other possible choice.,INFORM
I have to be back in my office on the 10th.,INFORM
"OK, I think you've sold me.",SELECT
"Yes, you talked me into it.",AFFIRM
"Winner winner, chicken Dinner. Great. Thanks. which Airport am I touching down in? When does my plane get home at the end?",AFFIRM
"Winner winner, chicken Dinner. Great. Thanks. which Airport am I touching down in? When does my plane get home at the end?",REQUEST
You're a peach. Thanks.,THANK_YOU
You're a peach. Thanks.,GOODBYE
Can you please find me one-way flights for 4 people?,INFORM
"I am leaving from Philadelphia and traveling to LA, leaving on the 10th of March.",INFORM
That flight sounds good. Can you search round trip flights for me?,SELECT
That flight sounds good. Can you search round trip flights for me?,INFORM
I will return on the 12th of this month.,INFORM
"Which airport does the flight depart from, and when does the return flight arrive?",REQUEST
"Thank you, that is all I need.",THANK_YOU
"Thank you, that is all I need.",GOODBYE
"I need to a one way flight to Sydney, Australia.",INFORM
Las Vegas on the 3rd of this month.,INFORM
What other options do you have. Economy class is what I am looking for.,REQUEST_ALTS
What other options do you have. Economy class is what I am looking for.,INFORM
What is the other flight?,REQUEST_ALTS
That sounds great. I need four tickets.,SELECT
That sounds great. I need four tickets.,INFORM
I need to be back on March 6th.,INFORM
That is awesome can you help we buy the tickets.,SELECT
That is awesome can you help we buy the tickets.,INFORM
Yes that is good. IS the ticket refundable and what airport does the flight leave from?,AFFIRM
Yes that is good. IS the ticket refundable and what airport does the flight leave from?,REQUEST
"I am leaving from Atlanta, GA on the 9th of this month.",INFORM
"I am going to Paris, France.",INFORM
When does the onward flight arrive and what airport does it depart from?,REQUEST
"Yes, that sounds good. Can you find round trip flights?",SELECT
"Yes, that sounds good. Can you find round trip flights?",INFORM
I'm returning on the 11th.,INFORM
That sounds good. It is a short trip. Can you buy tickets? There is 1 in my group.,SELECT
That sounds good. It is a short trip. Can you buy tickets? There is 1 in my group.,INFORM
"Yes, sounds great.",AFFIRM
Thanks so much.,THANK_YOU
Thanks so much.,GOODBYE
"No, that's all. Thanks.",NEGATE
"No, that's all. Thanks.",THANK_YOU
I need a plane ticket. One-way.,INFORM
Departing from SD.,INFORM
"I'm looking for an Economy class ticket to Phoenix, AZ on Thursday next week.",INFORM
Hmm. That's pretty early. What else?,REQUEST_ALTS
Ok. That sounds better. How about round trip for two passengers.,SELECT
Ok. That sounds better. How about round trip for two passengers.,INFORM
Returning on the 10th of this month.,INFORM
Excellent. That's just what I need.,SELECT
Yes. I would like you to book this flight.,AFFIRM
Yes. That is correct.,AFFIRM
Great. Thanks for all the help. That's all for now.,THANK_YOU
Great. Thanks for all the help. That's all for now.,GOODBYE
I want to fly on Alaska Airlines on Thursday next week.,INFORM
I am going to San Francisco.,INFORM
I am flying out of San Diego.,INFORM
"Which airport does the flight leave from, and when does it arrive?",REQUEST
That is a good flight. Can you find me a round trip flight in Economy class?,SELECT
That is a good flight. Can you find me a round trip flight in Economy class?,INFORM
There are four of us flying on March 9th.,INFORM
I need you to find me one-way flights.,INFORM
"I am traveling from Los Angeles to Portland, OR on the 1st of march.",INFORM
What airport is the flight leaving from?,REQUEST
Is this trip refundable?,REQUEST
What other flights do you have?,REQUEST_ALTS
What other flights are there for one person?,REQUEST_ALTS
What other flights are there for one person?,INFORM
That works for me. What round trips flights can you find?,SELECT
That works for me. What round trips flights can you find?,INFORM
I am returning on the 3rd.,INFORM
Which airport does it fly into and when does the second flight land?,REQUEST
That works for me. Can you get me a refundable ticket in Economy class for my short trip?,SELECT
That works for me. Can you get me a refundable ticket in Economy class for my short trip?,INFORM
"Yes, that works. What airport does the first flight depart from and when does that flight land?",AFFIRM
"Yes, that works. What airport does the first flight depart from and when does that flight land?",REQUEST
Could you search one-way flights for me? I am departing on the 14th of this month.,INFORM
"I am going to Atlanta, GA.",INFORM
I am departing from Chi-town.,INFORM
"Do you have alternative flights? I prefer to travel in Premium Economy, and am departing this Saturday.",REQUEST_ALTS
"Do you have alternative flights? I prefer to travel in Premium Economy, and am departing this Saturday.",INFORM
What time does the onward flight come?,REQUEST
Could you look up round trip flights for me?,INFORM
I'd like to return at the 6th of March.,INFORM
Nope. There's 3 people in my cohort.,NEGATE
Nope. There's 3 people in my cohort.,INFORM
Nope. There's four people in my cohort.,NEGATE
Nope. There's four people in my cohort.,INFORM
"Yeah, that's the one.",AFFIRM
Thank you for your assistance; that's all.,THANK_YOU
Thank you for your assistance; that's all.,GOODBYE
I feel like going on a trip. Can you find me a one-way flight ticket?,INFORM
I'd like to go to Las Vegas.,INFORM
I'd like to leave next Tuesday.,INFORM
I'd be flying out from Chi-town. Any airline is fine.,INFORM
Can you see what there is that leaves from SF?,REQUEST_ALTS
Can you see what there is that leaves from SF?,INFORM
Which airport does that leave from?,REQUEST
"What airport does it arrive at, and is it refundable?",REQUEST
"No, not yet. Can you see what's available round trip that would return on March 7th?",NEGATE
"No, not yet. Can you see what's available round trip that would return on March 7th?",INFORM
What airport does it fly to?,REQUEST
"Is the ticket refundable, and what time does the return flight land?",REQUEST
