hotel_name,hotel_address,original,paraphrase,turker_selected_attributes
Fairfield Inn & Suites By Marriott New York Brooklyn,"181 3rd Ave, Brooklyn, NY 11217, United States","Light rooms in a modest hotel with a rooftop garden, plus free WiFi & hot breakfast.",Fairfield Inn & Suites has lovely bright rooms that have free WiFi. The hotel offers a free hot breakfast and there's a rooftop garden to boot. ,feels_modest
Fairfield Inn & Suites By Marriott New York Brooklyn,"181 3rd Ave, Brooklyn, NY 11217, United States","Light rooms in a modest hotel with a rooftop garden, plus free WiFi & hot breakfast",This is a modest hotel with light rooms. They offer free WiFi and a free hot breakfast. There is also a rooftop garden.,feels_modest
Fairfield Inn & Suites By Marriott New York Brooklyn,"181 3rd Ave, Brooklyn, NY 11217, United States","Upgraded rooms add minifridges, microwaves, and sitting areas with pull-out sofas.",Upgraded rooms include mini-fridge and microwave.  Also with an upgrade you get more space including a sitting area and pull out sofa.,has_sofa_bed | has_microwave_in_rooms | has_rooms_upgraded | has_minifridge_in_rooms
Fairfield Inn & Suites Gatlinburg North,"168 Parkway, Gatlinburg, TN 37738, United States","Casual option offering free WiFi & hot breakfast, plus 2 pools, a waterslide & a fitness center.",This place is casual.  They have free wifi and breakfast.  The best part is the waterslide and more than one pool.  There is also a gym.,None
Fairfield Inn & Suites Gatlinburg North,"168 Parkway, Gatlinburg, TN 37738, United States","There’s free hot breakfast and parking, as well as an indoor pool, a whirlpool and an outdoor pool with a waterslide.",The Fairfield Inn & Suites Gatlinburg North has an indoor and outdoor pool. The outdoor pool features a waterslide. There's also a whirlpool. There's also free parking and a free hot breakfast every morning.,None
Fairfield Inn & Suites Gatlinburg North,"168 Parkway, Gatlinburg, TN 37738, United States","Casual option offering free WiFi & hot breakfast, plus 2 pools, a waterslide & a fitness center. ",This hotel features a free hot breakfast and WiFi. There are 2 pools with a waterslide and a fitness center.,None
Fairmont Chateau Lake Louise,unknown,"Polished rooms have free Wi-Fi, TVs and coffeemakers, plus mountain or lake views.","This resort offers sophisticated rooms with views of mountains or lakes. The rooms also feature complimentary Wi-Fi, coffeemakers, and TVs.",has_wi_fi_free | feels_elegant | has_lake_views | has_coffee_in_rooms
Fairmont Chateau Lake Louise,unknown,"The plush 1- and 2-bedroom suites add separate lounges, while upgraded and club-level rooms and suites include complimentary breakfast and canapes in the club lounge. ","Luxurious 1 and 2 bedroom suites have many attractive features, such as a separate lounge. You can also upgrade to a club level room. That comes with appetizers in the club lounge as well as complimentary breakfast.",is_room_type | feels_upscale | has_onsite_club_room | has_free_breakfast | has_rooms_upgraded | swanky_lodging
Fairmont Chateau Lake Louise,unknown,"The plush 1- and 2-bedroom suites add separate lounges, while upgraded and club-level rooms and suites include complimentary breakfast and canapes in the club lounge. ",The 1 and 2 bedroom suites are plush and have separate lounges. Complimentary breakfast and canapes are served in the club lounge. It is included with upgraded and club level rooms.,is_room_type | feels_upscale | has_onsite_club_room | has_free_breakfast | has_rooms_upgraded | swanky_lodging
"Fairmont Copley Plaza, Boston","138 St James Ave, Boston, MA 02116, USA","Sleek 1-bedroom suites have cathedral ceilings, decorative fireplaces and marble bathrooms. ",The hotel has sleek 1-bedroom suites with cathedral ceilings. They also have decorative fireplaces and even marble bathrooms. ,is_room_type | is_streamlined | has_bathroom_marble_in_rooms | has_fireplace
"Fairmont Copley Plaza, Boston","138 St James Ave, Boston, MA 02116, USA","1912 landmark hotel featuring refined accommodations, a trendy brasserie & a rooftop fitness center. ","This 1912 landmark hotel features refined rooms, a trendy restaurant and a rooftop fitness center.",feels_hip | feels_elegant | has_fitness_center | feels_buzzy
"Fairmont Copley Plaza, Boston","138 St James Ave, Boston, MA 02116, USA","1912 landmark hotel featuring refined accommodations, a trendy brasserie & a rooftop fitness center. ","This hotel features really nice and refined accommodations, with a trendy brasserie and a rooftop fitness center.",feels_hip | feels_elegant | has_fitness_center | feels_buzzy
Fairmont Dubai,unknown,"Featuring sitting areas and city or pool views, the elegant rooms offer free Wi-Fi and flat-screens, plus tea and coffeemakers and minibars; upgraded rooms add Nespresso machines.","The rooms feature sitting areas with views of the city and pool.  They also feature free WiFi, flat screen Tv's, minibars, coffee and tea makers.  Upgraded room also have Nespresso machines.  ",has_mini_bar_in_room | feels_elegant | has_specialty_coffeemaker_nespresso | has_coffee_in_rooms | has_wi_fi_free | has_coffee_or_tea_in_rooms | has_rooms_upgraded
Fairmont Dubai,unknown,"Featuring sitting areas and city or pool views, the elegant rooms offer free Wi-Fi and flat-screens, plus tea and coffeemakers and minibars; upgraded rooms add Nespresso machines.","Rooms have sitting areas, city or pool views, free Wi-Fi, flat-screens, tea and coffeemakers and minibars; upgraded rooms add Nespresso machines.",has_mini_bar_in_room | feels_elegant | has_specialty_coffeemaker_nespresso | has_coffee_in_rooms | has_wi_fi_free | has_coffee_or_tea_in_rooms | has_rooms_upgraded
Fairmont Dubai,unknown,"Featuring sitting areas and city or pool views, the elegant rooms offer free Wi-Fi and flat-screens, plus tea and coffeemakers and minibars; upgraded rooms add Nespresso machines","The upscale rooms all have free Wi-Fi, flat screen TVs, and minibars.  Each room also includes tea and coffemakers while upgraded rooms have Nespresso machines.  Views of the city or pool and sittings areas are found in the rooms.",has_mini_bar_in_room | feels_elegant | has_specialty_coffeemaker_nespresso | has_coffee_in_rooms | has_wi_fi_free | has_coffee_or_tea_in_rooms | has_rooms_upgraded
Fairmont Mayakoba,unknown," Nestled among 97 hectares of tropical forest, this luxury resort on the Yucatán Peninsula is 1.6 km from the nearest beach and 10 km from the Riviera Art Gallery.",Fairmont Mayakoba is a luxury resort located in the tropical forest of the Yucatan Peninsula and is close to key attractions like beaches and the Riviera Art Gallery.  ,feels_tropical
Fairmont Mayakoba,unknown,"The warm, refined rooms offer Wi-Fi (fee), flat-screen TVs and tea and coffeemakers, plus balconies/terraces with scenic views.","The comfortable rooms have flat-screen TVs with Wi-Fi (for a fee) and tea and coffeemakers, plus each room has a choice of a balcony or terrace and they all have scenic views.",None
Fairmont Mayakoba,unknown," Refined choice offering elegant rooms & suites, fine dining & 5 pools, plus a spa & scenic views. ","The Fairmont Mayakoba offers refined, elegant rooms and suite.  Also on the property is fine dining, five pools, a spa, and scenic views.  ",feels_elegant | is_picturesque | is_room_type
"Fairmont Olympic Hotel, Seattle","411 University Street, Seattle, WA 98101, USA","In an elegant Italian Renaissance-style building dating back to 1924, this upscale, landmark hotel is a 5-minute walk from Seattle Art Museum and 1.2 miles from the Space Needle.","This hotel was built in 1924, is elegant, upscale and has an Italian-Renaissance style.  This hotel is near the Seattle Art Museum and the Space Needle.  ",feels_elegant | feels_upscale
"Fairmont Olympic Hotel, Seattle","411 University Street, Seattle, WA 98101, USA","Refined rooms & suites in a grand historical building offering a spa, an oyster bar & meeting rooms. ","This hotel has refined rooms & suite located in a grand historical building. It also offers a spa, oyster bar & meeting rooms.",feels_elegant
"Fairmont Olympic Hotel, Seattle","411 University Street, Seattle, WA 98101, USA","In an elegant Italian Renaissance-style building dating back to 1924, this upscale, landmark hotel is a 5-minute walk from Seattle Art Museum and 1.2 miles from the Space Needle.","Elegant Italian Renaissance-style building built in 1924.It is an upscale, landmark hotel. It is a 5 minute walk from Seattle Art Museum and 1.2 miles from the Space Needle.",feels_elegant | feels_upscale
Fairmont Royal York,unknown,"The elegant rooms offer Wi-Fi (fee), flat-screen TVs and desks with ergonomic chairs, as well as minibars, and tea and coffeemakers.","This upscale hotel has really elegant rooms. The rooms include their own minibars, as well as tea and coffeemakers. The desks feature ergonomic chairs. Flat-screen TVs and free Wi-Fi are included too.",has_mini_bar_in_room | feels_elegant | has_coffee_or_tea_in_rooms | has_coffee_in_rooms | has_desk_in_rooms
Fairmont Royal York,unknown,"There are 4 restaurants, a cafe and a bar, as well as a spa with a 24/7 gym, an indoor pool and a whirlpool, plus a business center.","This upscale hotel offers its guests dining options between 4 restaurants, as well as a cafe and a bar. There is a spa and a gym that's open 24 hours a day, as well as an indoor pool and whirlpool. A business center is also on site.",has_swimming_pool_indoor | has_business_center | has_restaurant | has_spa | has_fitness_center | has_onsite_cafe
Fairmont Royal York,unknown,"There are 4 restaurants, a cafe and a bar, as well as a spa with a 24/7 gym, an indoor pool and a whirlpool, plus a business center.","For food the hotel has four restaurants as well as a cafe and a bar. There is a nice indoor pool with a whirlpool. Other amenities include a spa, a gym (open 24 hours) and a business area.",has_swimming_pool_indoor | has_business_center | has_restaurant | has_spa | has_fitness_center | has_onsite_cafe
Fairmont The Palm,unknown,"The serene accommodations feature Arabic Mashrabiya stylings, balconies and free Wi-Fi, andrange from rooms and suites with marble bathrooms to club rooms with club lounge access, and 1- to 2-bedroom apartments with offices. Some have butlers. Amenities include free parking, 4 outdoor pools, 6 chic bars and restaurants, and a bakery.","This luxury hotel has 1-2 bedroom apartments with marble floors in the bathroom.  Accommodations at the Fairmont The Palm hotel includes Wi-Fi, free parking, outdoor pools, bars, restaurants, bakery and a kids club on site.",is_room_type | has_wi_fi_free | has_balcony_in_rooms | has_bathroom_marble_in_rooms | has_onsite_club_room | feels_quiet
Fairmont The Palm,unknown,"The serene accommodations feature Arabic Mashrabiya stylings, balconies and free Wi-Fi, and range from rooms and suites with marble bathrooms to club rooms with club lounge access, and 1- to 2-bedroom apartments with offices.","This luxury hotel offers accommodations ranging from rooms and suites to 1 and 2 bedroom apartments with offices.  The serene atmosphere features Arabic Mashrabiya stylings, balconies and free Wi-Fi.",is_room_type | has_wi_fi_free | has_balcony_in_rooms | has_bathroom_marble_in_rooms | has_onsite_club_room | feels_quiet
Fairmont The Palm,unknown,"This luxury hotel, set in the man-made Palm Jumeirah archipelago, lies 9 km from Ski Dubai indoor ski centre and 10 km from Mall of the Emirates.",This hotel is set in the man-made Jumeirah archipelago. It is 9 km from Ski Dubai indoor ski centre and 10 km from Mall of the Emirates.,is_hotel_type
