Phrase,Intent
change it to March 10th.,INFORM
change it to March 10th.,NEGATE
"Yes, confirmed. continue with reservation.",AFFIRM
Thanks for your help.,THANK_YOU
"No, thanks. that's all.",THANK_YOU
"No, thanks. that's all.",NEGATE
I want to find a restaurant in Albany.,INFORM
Barbecue is the best.,INFORM
What is the other option?,REQUEST_ALTS
Yes that sounds good.,SELECT
Yes please reserve me a table for the 13th of March.,INFORM
Yes please reserve me a table for the 13th of March.,AFFIRM
"5 o""clock in the evening please.",INFORM
Yes is great.,AFFIRM
No that will be all.,THANK_YOU
No that will be all.,NEGATE
Can you pull up a list of places to eat?,INFORM
Search San Francisco for Asian Fusion food,INFORM
Do they serve alcohol? And what's their phone number?,REQUEST
Okay great. Please make a reservation for a party of six.,INFORM
Okay great. Please make a reservation for a party of six.,SELECT
half past 5 in the evening please.,INFORM
That's correct. What's the address?,AFFIRM
That's correct. What's the address?,REQUEST
I want a reservation at this restaurant. Can you make it for twelve pm? For four people.,INFORM
"Yes, thank you. How's the pricing? Low priced?",AFFIRM
"Yes, thank you. How's the pricing? Low priced?",REQUEST
"Thank you, that is all.",THANK_YOU
"Thank you, that is all.",GOODBYE
"I'm looking for a good place to get something to eat, can you help?",INFORM
"Oh, I'm in Oakland. Please find an American restaurant.",INFORM
Are their prices extravagant? How can I contact them.,REQUEST
"Okay, that sounds good. Can you reserve a table for me?",INFORM
"Okay, that sounds good. Can you reserve a table for me?",SELECT
Please reserve it for six pm.,INFORM
Yes that's perfect. What's their address? Do they have a live band?,AFFIRM
Yes that's perfect. What's their address? Do they have a live band?,REQUEST
Okay thanks. That'll be all.,THANK_YOU
Okay thanks. That'll be all.,GOODBYE
I'm looking for somewhere to eat.,INFORM
In Oakland.,INFORM
I want pizza and pasta.,INFORM
Do they have liquor?,REQUEST
"Okay, that works for me.",SELECT
"Yes, for two people please.",INFORM
"Yes, for two people please.",AFFIRM
I want it at half past 5 in the evening.,INFORM
"No, that's okay.",THANK_YOU
"No, that's okay.",NEGATE
I'm looking for a restaurant.,INFORM
Asian Fusion in Concord.,INFORM
"Yes, that is good.",AFFIRM
"Yes, that is good.",SELECT
"Yes, any date works.",INFORM
"Yes, any date works.",AFFIRM
"5 o""clock in the evening.",INFORM
What is the address and is there music?,REQUEST
Are there any Mexican places in Rohnert Park?,INFORM
Is it an inexpensive restaurant?,REQUEST
Are there any other restaurants? Something like Ramen would be good. I want something that is not very costly.,INFORM
Are there any other restaurants? Something like Ramen would be good. I want something that is not very costly.,REQUEST_ALTS
That would be great!,SELECT
Make a reservation this morning 11:15 for three people.,INFORM
That's correct. What's their address?,AFFIRM
That's correct. What's their address?,REQUEST
Is their music live?,REQUEST
Okay. That was all I needed.,THANK_YOU
Okay. That was all I needed.,GOODBYE
I'm getting pretty hungry and need to find a place to eat.,INFORM
I would like something that I can pick-up in San Fran at any price range.,INFORM
Do they have music or entertainment? Can I have their phone number?,REQUEST
I am on a budget so I would like something that is inexpensive but serves alcohol. Can you suggest another restaurant with these qualities?,INFORM
I am on a budget so I would like something that is inexpensive but serves alcohol. Can you suggest another restaurant with these qualities?,REQUEST_ALTS
"Yes, that sounds like what I'm looking for.",SELECT
"Yes, can you make the reservation for two people?",INFORM
"Yes, can you make the reservation for two people?",AFFIRM
Please make the reservation for the 13th of this month at afternoon 12.,INFORM
Yes that sounds great. What is the address of the restaurant?,AFFIRM
Yes that sounds great. What is the address of the restaurant?,REQUEST
Thank you for all your help.,THANK_YOU
"No, that was all I needed but thank you.",THANK_YOU
"No, that was all I needed but thank you.",NEGATE
Can you help me find a restaurant?,INFORM
I prefer Redwood City.,INFORM
"I would like Spanish food, economical pricing preferred.",INFORM
Yes please make a reservation for four.,INFORM
Yes please make a reservation for four.,AFFIRM
Early evening 5:45 pm.,INFORM
Yes that is correct. Do you have their phone number?,AFFIRM
Yes that is correct. Do you have their phone number?,REQUEST
Thank you. That is all for now.,THANK_YOU
Thank you. That is all for now.,GOODBYE
I am looking for a place to eat. Can you find restaurants specializing in Singaporean cuisine near me?,INFORM
I am looking for restaurants located in Millbrae.,INFORM
"Great, thanks. What is their phone number? Do they serve alcohol?",REQUEST
"Okay, sounds good.",SELECT
"Sure, that would be great.",AFFIRM
"Eleven in the morning, please.",INFORM
Yes- that's perfect.,AFFIRM
Wonderful. Thanks for your help.,THANK_YOU
Wonderful. Thanks for your help.,GOODBYE
Can you help me find an afforadable place to eat?,INFORM
Please look for a place in Calistoga.,INFORM
I'm in the mood for Cambodian food.,INFORM
"Do you have any other suggestions? Actually, I think I'd prefer Barbecue.",INFORM
"Do you have any other suggestions? Actually, I think I'd prefer Barbecue.",REQUEST_ALTS
"Yeah, that does work for me.",SELECT
"Yeah, please make me a reservation.",AFFIRM
"It should be half past 12 in the afternoon. Oh, and make it for two.",INFORM
"Wait no, it's just 1 person.",INFORM
"Wait no, it's just 1 person.",NEGATE
"Yeah, also do they have live music and liquor there?",AFFIRM
"Yeah, also do they have live music and liquor there?",REQUEST
"Okay, thanks. I don't need any more help.",THANK_YOU
"Okay, thanks. I don't need any more help.",GOODBYE
I will be going to eat with a friend what expensive restaurants do you recommend?,INFORM
I want something with Fish but make it an average priced restaurant.,INFORM
I want to eat in Burlingame.,INFORM
That sounds great. Please make a reservation.,INFORM
That sounds great. Please make a reservation.,SELECT
At quarter to 1 in the afternoon.,INFORM
"Yes, that is correct. Do you have the phone number?",AFFIRM
"Yes, that is correct. Do you have the phone number?",REQUEST
"Thanks a lot, that would be all.",THANK_YOU
"Thanks a lot, that would be all.",GOODBYE
I am tired of eating my cooking. I want to eat out tonight.,INFORM
I am in the mood for Izakaya cuisine.,INFORM
I want something in Rohnert Park,INFORM
That does not seems close by. Where is it located?,REQUEST
Is there anything else? I want to go somewhere close to Pleasant Hill.,INFORM
Is there anything else? I want to go somewhere close to Pleasant Hill.,REQUEST_ALTS
Where is it located?,REQUEST
It is closer and would work out perfectly for me.,SELECT
"Yes, reserve it for me.",AFFIRM
"8 in the night, for 1 person",INFORM
Great. Is there live music? Is it a costly restaurant?,AFFIRM
Great. Is there live music? Is it a costly restaurant?,REQUEST
Try again to book a table for 2,INFORM
I would like a table for 11:45 in the morning.,INFORM
I would like a table for 11:45 in the morning.,NEGATE
That would be great.,AFFIRM
I appreciate your assistance.,THANK_YOU
"No, you have be most helpful.",THANK_YOU
"No, you have be most helpful.",NEGATE
I am looking for an inexpensive place to eat that has live music.,INFORM
"I'd like some soup, and I'm looking in San Ramon.",INFORM
What is their address and contact number?,REQUEST
"Yes, that would work.",SELECT
"Yes, please make the reservation for 7:30 pm.",INFORM
"Yes, please make the reservation for 7:30 pm.",AFFIRM
"Yes, that's great. Do they serve liquor?",AFFIRM
"Yes, that's great. Do they serve liquor?",REQUEST
Can you help me find somewhere to eat?,INFORM
Search in Cupertino for Dumplings.,INFORM
"Is it expensive, and do they serve alcohol?",REQUEST
Can you look for another place to eat in Santa Clara?,INFORM
Can you look for another place to eat in Santa Clara?,REQUEST_ALTS
Can you suggest something in the moderate price range?,INFORM
Can you suggest something in the moderate price range?,REQUEST_ALTS
"Great, can you make a reservation on the 7th of this month?",INFORM
"Great, can you make a reservation on the 7th of this month?",SELECT
How about 7:30 pm.,INFORM
"Yes, that's right. Do they serve alcohol?",AFFIRM
"Yes, that's right. Do they serve alcohol?",REQUEST
"Great, thanks, that's all I need.",THANK_YOU
"Great, thanks, that's all I need.",GOODBYE
Hey! Today feeling so tired... Wish to have some food outside in a good restaurant... Can you find me one?,INFORM
I would love to taste some Seafood in San Mateo. Please find some good hotels.,INFORM
How much they charge? Can I have their street address?,REQUEST
"Yup, that works. Please can you reserve at this restaurant?",INFORM
"Yup, that works. Please can you reserve at this restaurant?",SELECT
Probably at quarter past 1 in the afternoon.,INFORM
Yup! sounds good. I've a question... Did liquor is provided at this restaurant?,AFFIRM
Yup! sounds good. I've a question... Did liquor is provided at this restaurant?,REQUEST
Thanks for your time.,THANK_YOU
I'm looking for somewhere in Dublin to have a meal and a drink.,INFORM
I feel like a burger.,INFORM
Do you have anything else?,REQUEST_ALTS
Do they have live music? What's the price range?,REQUEST
Oh okay. Yeah sure that's fine.,SELECT
I'd like to make a reservation.,INFORM
5 pm please. There's 3 people in the group.,INFORM
Yeah that works fine. What's their address and phone number?,AFFIRM
Yeah that works fine. What's their address and phone number?,REQUEST
"No thanks, that's all.",THANK_YOU
"No thanks, that's all.",NEGATE
"I am bored of eating food from home , i need a change . Will you find me a place to eat? It can be costly priced and i am very fond of it",INFORM
I need Pizza kind of food and i wish to eat in city Napa.,INFORM
Will you specify restaurant address and whether they have live music ?,REQUEST
"Ok its fine , i prefer the same.",SELECT
"Yes sure, Please make a reservation and number of people is 2",INFORM
"Yes sure, Please make a reservation and number of people is 2",AFFIRM
Please fix it at 11:30 am,INFORM
sorry make the reservation time as Morning 11:45,INFORM
sorry make the reservation time as Morning 11:45,NEGATE
ok its great and sounds good .Please inform me the contact number of that restaurant?,AFFIRM
ok its great and sounds good .Please inform me the contact number of that restaurant?,REQUEST
Whether they serve liquor?,REQUEST
ok thanks a lot for your kind help,THANK_YOU
ok thanks a lot for your kind help,GOODBYE
I'm starting to get hungry. I want to go eat at a nice restaurant.,INFORM
Milpitas.,INFORM
I feel like Cambodian tonight.,INFORM
That's exactly what I'm looking for.,SELECT
"Yes, I'd like to try this place out.",AFFIRM
6:30 pm. Please make the reservation for four people.,INFORM
Perfect. What are the prices at Anh Hong like?,AFFIRM
Perfect. What are the prices at Anh Hong like?,REQUEST
Thanks. You've been a big help.,THANK_YOU
Thanks. You've been a big help.,GOODBYE
I'm planning on going out to eat later on. Can you help me find a place to eat at?,INFORM
I'd like to go to a restaurant in Martinez that serves Thai food.,INFORM
What's their phone number and do they serve alcohol?,REQUEST
"Okay, great. I want to make a reservation please.",INFORM
"Okay, great. I want to make a reservation please.",SELECT
Make the reservation for 7 pm.,INFORM
"No, make it for 1 person on next Monday please.",INFORM
